longitude,lattitude,acq_date,acq_time
-90.35100136,46.30359711,10/11/2022,7
-74.5442031,45.8232861,25/10/2022,9
-122.5459491,44.98066115,9/10/2022,13
-66.06012104,37.79631671,10/3/2022,2
-120.1439266,40.07840289,2/5/2022,20
-85.50569912,48.8110101,1/12/2022,20
-124.4335241,37.68046396,27/10/2022,7
-81.7173653,32.72480549,1/11/2022,7
-65.30502528,45.33376061,12/11/2022,23
-87.19331091,44.85992476,29/1/2022,6
-107.3503111,25.65342607,14/5/2022,16
-108.3251561,30.05197507,6/2/2022,5
-86.29641575,49.50759538,11/10/2022,4
-82.49444007,45.65342304,16/3/2022,10
-65.66921308,36.7344188,17/6/2022,7
-95.87656636,30.9882311,17/5/2022,13
-76.44361246,27.17463266,29/4/2022,12
-85.53445247,36.7884187,3/4/2022,10
-109.12659,33.2582925,6/1/2022,22
-86.45898273,38.26754868,23/5/2022,2
-113.9502153,28.32932806,5/10/2022,23
-83.21163454,46.40743592,13/4/2022,15
-103.8451833,30.57586268,23/1/2022,19
-111.2793788,38.51367823,1/12/2022,1
-100.7535492,30.23558957,24/7/2022,7
-115.4574255,35.81510211,17/6/2022,10
-70.67895031,33.62517134,30/6/2022,7
-89.7170171,48.06302587,25/5/2022,10
-78.95529143,44.87711775,11/7/2022,1
-117.2865223,30.95357451,16/11/2022,13
-83.08210798,37.49548153,13/5/2022,12
-95.65982267,34.03330272,3/6/2022,4
-106.9961212,43.63070186,4/7/2022,6
-75.93257629,26.74753393,13/6/2022,2
-115.670706,32.68601555,1/2/2022,18
-102.5048137,43.20337917,26/2/2022,1
-89.29185329,45.25205241,10/2/2022,2
-80.11593654,38.46123488,26/8/2022,1
-87.49520082,30.43716039,20/11/2022,21
-67.30263225,38.86653714,23/3/2022,10
-75.35314576,36.98625202,10/12/2022,4
-108.18861,30.71495718,12/9/2022,6
-73.25856218,36.02511113,23/3/2022,12
-121.0506103,49.00517542,16/8/2022,11
-124.7727771,33.48125126,7/11/2022,20
-125.3614195,42.74899352,25/12/2022,3
-104.5075865,43.41038497,8/5/2022,15
-104.766342,28.97380519,25/4/2022,11
-70.32780031,44.00516162,20/7/2022,5
-105.5783325,49.2556095,18/11/2022,8
-70.35209742,32.58666931,8/4/2022,1
-68.79447932,45.9129282,5/7/2022,7
-100.3336536,47.1576752,19/2/2022,1
-98.03338658,38.97938796,29/4/2022,9
-106.0193091,25.02808959,21/9/2022,15
-79.91898228,36.97231789,27/10/2022,11
-93.73386302,39.22005452,9/1/2022,11
-112.1236152,43.04601536,8/12/2022,6
-73.17333703,47.48051518,25/1/2022,2
-74.66188745,39.40440345,14/1/2022,4
-103.0715033,48.7423223,1/8/2022,12
-102.5047793,37.46812577,19/10/2022,20
-76.66990157,26.17339351,15/4/2022,5
-112.2430729,44.65498619,28/6/2022,14
-102.6115783,40.37455205,20/11/2022,17
-113.3372337,31.52170765,21/3/2022,18
-113.9898025,32.24799867,15/5/2022,19
-113.0630767,47.98648324,14/9/2022,2
-98.64293524,32.0504168,10/8/2022,17
-125.8022036,45.21988036,23/12/2022,3
-115.662935,35.47740389,16/6/2022,15
-121.9065082,35.78963563,25/7/2022,6
-79.10312701,26.49038518,4/4/2022,18
-109.7149455,48.27661265,25/8/2022,19
-104.6762361,43.70060401,8/5/2022,6
-118.5862378,33.79309353,9/7/2022,4
-123.6789268,47.47696892,16/12/2022,16
-66.96393133,45.38222201,10/8/2022,17
-123.4597057,41.23064287,8/7/2022,21
-107.1704722,43.20868961,9/7/2022,4
-119.6583853,28.953227,30/11/2022,11
-88.81643397,33.98088618,9/11/2022,6
-69.82465406,44.57386078,4/11/2022,20
-66.15139434,44.79872687,23/1/2022,4
-93.44191605,47.68759376,26/6/2022,20
-110.6877951,26.92074043,8/12/2022,9
-77.31333569,40.18424248,6/1/2022,10
-114.7523766,28.21363589,28/3/2022,19
-77.32203101,34.04204692,18/3/2022,14
-75.6321969,30.93100303,21/4/2022,10
-98.9250687,45.06253714,16/8/2022,9
-114.4836349,27.27613025,21/7/2022,1
-77.21860587,43.49264861,4/2/2022,10
-101.3849399,27.64533068,24/9/2022,5
-94.66284403,46.56155398,10/11/2022,11
-90.84865128,46.83042773,6/6/2022,15
-101.0218544,37.31086209,13/5/2022,16
-100.9561034,26.14495386,21/5/2022,16
-71.90567478,38.42110799,25/7/2022,7
-108.6067899,44.8649041,26/12/2022,17
-120.869692,33.09676632,26/10/2022,20
-72.22445326,40.95228481,22/12/2022,11
-86.27347688,40.98132587,11/4/2022,12
-87.90103225,42.43592192,7/4/2022,15
-67.45464635,45.90366003,26/5/2022,9
-74.62649951,44.06496174,11/9/2022,1
-124.7345868,42.82675063,2/9/2022,3
-108.6599452,27.16510132,28/3/2022,13
-119.4963636,44.31641455,22/10/2022,12
-101.39223,49.29073427,25/11/2022,14
-108.994595,44.86794935,30/9/2022,22
-95.49138954,34.46717689,2/1/2022,18
-95.89841241,27.06407027,30/11/2022,22
-123.8265557,25.00526726,22/1/2022,19
-115.8426548,45.27822576,19/2/2022,8
-108.0630301,34.47949117,16/1/2022,20
-82.53687865,27.33410754,26/4/2022,18
-102.2893048,28.75476471,30/8/2022,21
-68.08326627,27.58317448,25/10/2022,13
-67.42425627,27.68784149,14/1/2022,15
-88.88570554,37.54121843,10/2/2022,21
-100.1280211,26.41901261,26/11/2022,7
-77.78157034,27.42915955,13/1/2022,14
-123.3263884,39.78009376,25/12/2022,15
-82.37187744,36.40031792,12/4/2022,7
-120.3460534,45.51344566,29/8/2022,9
-97.58780487,42.74088336,10/6/2022,1
-85.43914096,28.8808271,4/3/2022,12
-78.22925222,41.16662532,20/4/2022,16
-77.40521019,39.99995869,18/1/2022,9
-93.73811055,27.72378647,23/10/2022,5
-68.96364208,38.69143452,10/5/2022,21
-76.35634319,45.17926842,16/5/2022,2
-117.1941039,48.71672407,10/9/2022,8
-124.3505318,42.62499631,3/9/2022,17
-69.15090958,35.80128218,13/6/2022,3
-74.34431926,27.45872543,15/5/2022,4
-67.48078955,41.4537827,17/1/2022,10
-106.2704092,25.141577,16/2/2022,19
-97.32630119,44.90160871,7/12/2022,14
-112.9707998,49.82415849,8/12/2022,22
-71.39740579,36.7987791,29/10/2022,23
-103.7605664,30.51000948,7/2/2022,3
-114.5172383,27.74608134,16/2/2022,2
-68.01959793,34.39631225,15/4/2022,17
-81.32789878,40.81118293,31/3/2022,9
-125.5645302,28.88044979,22/8/2022,15
-75.70942817,43.98780391,20/5/2022,7
-110.9772072,28.1087579,30/4/2022,11
-89.98108504,45.27196992,18/7/2022,18
-105.1455249,34.95348803,23/6/2022,12
-78.5829,38.84183053,8/2/2022,16
-114.809212,33.01476689,29/11/2022,6
-98.22577398,32.17672271,11/4/2022,5
-83.07021261,48.31585171,24/9/2022,18
-69.01734986,41.44682064,28/12/2022,10
-87.25617601,37.63792951,28/3/2022,19
-92.40101722,39.43243586,27/2/2022,14
-120.9817416,47.00927673,2/8/2022,18
-109.8861586,35.28904793,28/8/2022,19
-84.91137994,28.16586998,16/1/2022,10
-70.25935717,25.43486085,3/11/2022,20
-125.094142,33.5688632,5/9/2022,21
-99.47612499,33.02978154,23/10/2022,16
-94.35255415,40.06784056,24/2/2022,19
-77.87945988,31.48325713,28/1/2022,4
-89.18161386,28.64710395,22/9/2022,4
-74.55392781,43.08842416,28/9/2022,11
-125.5398753,25.78035166,29/3/2022,14
-69.10592244,42.63329539,27/5/2022,17
-94.55945744,31.72379372,6/4/2022,1
-107.1918498,33.04618671,25/6/2022,12
-124.4795645,35.38659896,5/5/2022,23
-103.054891,46.61769094,6/11/2022,20
-71.56870437,26.23898811,11/2/2022,20
-75.12553055,46.49793659,7/12/2022,6
-82.64952815,31.95261513,6/8/2022,9
-122.9160478,44.09698937,13/4/2022,10
-107.3041669,48.41986139,26/7/2022,18
-66.1300118,45.82367087,21/3/2022,9
-70.17385392,49.78824501,20/4/2022,1
-66.9398562,42.13089745,15/10/2022,2
-125.1397278,29.78934544,22/2/2022,8
-120.8172108,36.93004187,4/5/2022,2
-95.05053797,30.48686145,22/6/2022,9
-84.11119355,33.58149021,27/5/2022,16
-70.54457613,43.87652302,11/5/2022,5
-105.7897253,41.10862084,15/6/2022,16
-94.41896853,37.37678472,17/7/2022,9
-109.4903728,47.36586009,22/12/2022,7
-73.83284294,38.99536478,14/6/2022,19
-70.77625495,25.44817132,6/5/2022,13
-74.91260388,30.4626675,12/8/2022,14
-96.71695019,49.86244561,24/8/2022,16
-111.5828686,27.50839895,16/11/2022,9
-88.69221073,46.49580517,2/6/2022,2
-105.1523985,39.28972278,28/6/2022,9
-101.4293472,41.35734877,8/9/2022,14
-77.00827429,33.80649481,8/7/2022,6
-88.52593618,26.1728737,4/5/2022,2
-69.01062838,44.10040725,6/1/2022,7
-100.8356694,27.19740626,7/9/2022,17
-111.1147983,40.91246355,19/12/2022,11
-107.5853124,38.23235835,19/7/2022,19
-78.57672603,30.2084759,4/2/2022,21
-120.986814,49.96301108,23/8/2022,4
-76.65939752,28.37694238,3/4/2022,8
-122.2142749,26.67449242,16/3/2022,3
-104.1891781,27.57742894,28/4/2022,3
-85.78261344,34.752879,13/10/2022,19
-98.8652897,46.25399029,1/4/2022,17
-77.5447976,47.93854196,23/12/2022,13
-83.67716237,47.64035566,3/7/2022,18
-109.6123309,44.72749496,17/4/2022,22
-115.31198,47.18552464,20/4/2022,14
-120.6404668,35.24275819,29/12/2022,12
-74.9359747,44.70963839,26/6/2022,6
-109.9919246,29.10064078,28/3/2022,19
-66.8656032,30.1386132,22/9/2022,23
-83.35675501,46.54680088,14/9/2022,15
-105.1900074,31.77289143,25/4/2022,9
-112.752377,39.07932844,7/11/2022,11
-106.2444852,48.17178497,7/1/2022,13
-103.1971632,49.66151356,5/11/2022,6
-104.9713166,28.2254635,22/10/2022,21
-117.6864703,36.07264398,6/8/2022,23
-73.38855893,36.29719863,1/8/2022,9
-76.6812293,33.74195941,11/9/2022,14
-98.22457983,40.76696242,1/8/2022,14
-109.0775014,25.73965181,20/6/2022,2
-67.30732937,34.83153764,22/9/2022,22
-114.1830236,35.80646444,5/4/2022,10
-92.21502748,48.0958487,18/8/2022,18
-108.7213588,33.81935291,9/7/2022,11
-86.54941729,34.75239916,16/12/2022,1
-72.2712537,47.79323114,21/9/2022,21
-120.2955078,48.57898027,13/5/2022,2
-103.5639381,25.13383448,29/5/2022,22
-87.74628424,37.85026136,20/10/2022,18
-104.2305887,31.54677834,12/9/2022,7
-73.81224428,47.18804516,25/10/2022,17
-79.45521025,33.25174266,23/9/2022,9
-72.66924155,43.66006206,15/12/2022,19
-71.48879442,30.74396948,30/7/2022,7
-104.5107258,25.10100184,2/10/2022,5
-89.75339216,35.93077123,27/10/2022,14
-103.2560458,39.04522649,18/8/2022,12
-87.13442963,40.33731381,12/6/2022,16
-119.7848829,49.58903087,30/8/2022,21
-117.0878432,39.70117832,4/1/2022,14
-98.64895608,35.83660577,5/3/2022,18
-94.21637643,39.86182764,5/12/2022,8
-70.0441202,43.20066489,25/3/2022,3
-116.1548046,34.95764705,21/8/2022,19
-69.40543013,43.54230859,31/3/2022,12
-86.00140498,47.99170467,25/11/2022,7
-103.1661455,27.69790561,8/2/2022,3
-121.8048037,40.62659506,20/9/2022,14
-88.95405914,28.66341572,16/2/2022,23
-89.65669201,32.52489685,18/4/2022,22
-105.0855526,44.19000933,31/3/2022,14
-90.54587976,33.02297791,16/10/2022,7
-124.0745143,34.76002371,4/6/2022,7
-115.9588542,48.94978669,13/10/2022,7
-104.1305381,43.00188423,10/3/2022,6
-110.9468315,49.91743144,5/8/2022,20
-78.01240539,46.82281502,22/12/2022,18
-91.018715,35.579689,28/1/2022,9
-79.43017982,37.63906868,8/1/2022,2
-101.7916694,32.80821075,13/4/2022,9
-101.6729287,26.74483749,24/8/2022,19
-96.82236218,35.60313613,12/3/2022,2
-122.4060736,47.30545114,5/1/2022,19
-83.13757,48.06562955,31/3/2022,12
-90.94520392,29.17336771,10/2/2022,3
-69.40762962,38.52511672,26/5/2022,6
-87.37768058,49.06434428,11/11/2022,10
-91.45387813,43.74075585,14/11/2022,19
-94.45447218,32.87258954,26/4/2022,11
-75.3056605,33.78903417,23/11/2022,17
-92.91764866,31.74072685,1/10/2022,9
-66.58065104,36.52810611,22/4/2022,5
-81.30891293,49.46926245,14/11/2022,5
-70.87441713,27.49058823,14/3/2022,9
-110.9269663,47.99025056,17/12/2022,20
-84.949009,32.16646204,5/5/2022,16
-117.6462355,49.60353408,28/2/2022,17
-89.49044342,46.29989568,24/7/2022,12
-98.88743841,28.64997929,16/12/2022,9
-67.23780686,38.57435839,18/9/2022,1
-110.1614149,43.51274867,7/9/2022,23
-77.60620896,43.43400087,29/10/2022,10
-103.6237829,46.18610799,9/10/2022,16
-68.87189101,28.88541349,13/6/2022,4
-76.07774651,48.58100978,6/1/2022,1
-98.08177162,43.0718206,8/6/2022,1
-105.7318912,33.78374844,8/3/2022,3
-92.67058901,41.66838689,3/2/2022,15
-85.45672043,28.03786557,21/1/2022,5
-100.615295,28.68276148,15/2/2022,5
-95.27830204,34.00011194,4/6/2022,2
-74.81249474,40.01235766,13/1/2022,11
-76.80330522,46.47344417,15/9/2022,14
-114.6148307,30.08847817,11/8/2022,14
-115.2856571,32.10225568,8/1/2022,10
-86.26460827,47.86426969,1/9/2022,10
-85.35266476,29.57522785,30/8/2022,5
-115.798416,41.80452644,11/11/2022,19
-92.26737418,37.90480938,24/11/2022,15
-71.57107065,28.39140905,25/11/2022,12
-115.3915185,37.48596944,10/11/2022,16
-103.1057447,41.12671797,5/8/2022,8
-120.7099631,49.68212929,14/3/2022,3
-102.1174337,40.16246143,2/1/2022,9
-65.87793115,28.04456623,18/9/2022,7
-123.9716002,27.14578824,24/4/2022,18
-84.90825342,45.01899694,28/12/2022,12
-109.3906429,34.50193805,8/5/2022,1
-81.92020913,40.66165533,15/5/2022,23
-81.70698084,28.70812374,12/10/2022,22
-115.1687325,32.57043621,2/12/2022,6
-68.01167686,25.57608221,6/9/2022,20
-104.1690688,34.2289922,23/5/2022,20
-87.38483347,35.23494078,13/3/2022,2
-106.7080135,30.94515279,8/10/2022,18
-121.4687062,27.1545502,2/12/2022,9
-90.13699371,41.37228986,27/6/2022,1
-85.53481748,37.2808504,11/11/2022,9
-108.5182223,49.01138811,26/2/2022,17
-91.50691815,42.66672266,2/1/2022,7
-104.2991613,42.86335383,20/12/2022,5
-124.4807571,31.27353951,2/7/2022,3
-69.96507039,29.4264431,7/6/2022,8
-112.1824342,30.43769298,10/1/2022,4
-98.1683757,34.82455411,30/4/2022,9
-71.24991768,35.27733005,18/9/2022,15
-91.11326465,32.18094237,24/7/2022,14
-82.7152304,27.69940068,3/2/2022,11
-75.67269285,33.12054424,13/10/2022,22
-105.7394775,32.51674438,18/5/2022,6
-67.97267404,25.71743836,24/2/2022,18
-71.6389383,36.31163585,6/6/2022,22
-79.53831768,28.1864335,11/1/2022,11
-114.9699394,38.13208608,1/9/2022,16
-124.083365,35.80692489,30/10/2022,20
-112.8717073,45.20503267,12/6/2022,17
-102.5808008,48.30157019,28/5/2022,12
-106.8491083,27.31262187,2/9/2022,3
-74.34355848,30.91275336,21/7/2022,14
-102.2574873,38.19345644,12/11/2022,11
-76.72236531,31.33789311,1/2/2022,4
-72.44030105,45.16344194,10/7/2022,23
-103.6292683,30.38399599,18/5/2022,22
-72.50212603,48.70851215,21/9/2022,10
-99.16015693,49.65825814,20/2/2022,11
-93.77140546,42.48938575,16/11/2022,10
-97.1650863,28.46053414,13/8/2022,16
-72.76174752,36.50380874,3/12/2022,16
-99.56078514,41.87551738,30/11/2022,19
-84.02218852,41.83181863,1/4/2022,19
-110.2345601,43.87030282,8/9/2022,6
-72.70124107,26.0529855,20/11/2022,20
-96.31549082,38.78538151,17/4/2022,9
-88.51584816,40.68296091,11/10/2022,2
-65.89199442,49.85465465,3/8/2022,12
-67.70778361,36.50939691,17/6/2022,15
-111.6575444,45.32642988,29/1/2022,4
-81.36381095,28.83738549,8/1/2022,23
-68.90699291,30.80217389,29/3/2022,1
-108.9029468,40.57298952,21/2/2022,3
-117.9244518,26.43496132,12/1/2022,7
-95.36573132,30.81381775,14/7/2022,7
-101.4809935,46.26908847,24/5/2022,6
-98.80112846,32.64109864,28/12/2022,1
-67.68001619,45.10472686,7/5/2022,13
-116.2292307,47.86612099,25/12/2022,3
-106.1095442,36.43439787,17/6/2022,11
-109.8187613,43.84917355,7/8/2022,5
-106.3028585,27.9535087,8/5/2022,22
-119.0939167,36.1017054,15/8/2022,19
-109.9673906,41.85263035,17/8/2022,12
-101.4895704,27.20091499,14/9/2022,14
-103.449516,46.18777157,9/3/2022,19
-88.85779033,46.65573241,5/10/2022,14
-94.35083722,37.41478308,11/1/2022,22
-110.8882515,33.55725594,18/3/2022,16
-123.7696974,32.85509913,25/9/2022,21
-96.02663273,48.63802129,12/5/2022,8
-95.19616563,46.21640907,28/1/2022,5
-114.1162302,30.00685427,24/8/2022,10
-91.23566824,42.56364679,15/1/2022,21
-68.03627851,48.90766266,14/8/2022,17
-125.6027245,47.25561699,27/4/2022,22
-77.01203413,33.70022325,12/1/2022,12
-99.99949589,39.93408448,20/9/2022,3
-67.39702006,36.54423661,30/6/2022,7
-123.2181301,39.15772418,20/6/2022,6
-97.55763153,44.38281548,14/8/2022,11
-70.13747158,33.61076833,14/12/2022,1
-94.7838637,32.04982383,29/3/2022,10
-83.92427527,25.11553541,31/5/2022,12
-100.3281719,38.99874914,26/1/2022,22
-101.9737482,34.94583102,27/12/2022,10
-105.9974964,48.71013345,8/10/2022,13
-76.33313929,34.30304849,13/6/2022,23
-81.27710487,46.85598454,25/1/2022,12
-89.39653552,28.11287564,21/7/2022,17
-113.6949156,36.37248061,27/2/2022,7
-116.8272373,35.41721888,5/3/2022,20
-67.29112981,34.69882464,28/11/2022,17
-87.16129444,35.08156552,24/5/2022,4
-88.53266561,46.34642732,27/1/2022,14
-75.98631425,32.71657243,9/6/2022,19
-92.29052658,32.69896496,16/4/2022,3
-112.4718937,43.39924344,18/3/2022,19
-75.24615325,45.71518604,25/10/2022,10
-121.9005784,27.05017554,25/11/2022,13
-95.41651331,33.45544653,5/4/2022,8
-92.7802571,36.13506598,24/8/2022,21
-124.3859022,36.97361632,3/6/2022,3
-123.8424125,27.18860959,20/10/2022,9
-90.39549573,28.29303967,23/9/2022,11
-82.03835567,34.85405326,27/4/2022,7
-118.156209,31.70381212,27/7/2022,8
-101.2688402,32.86722247,2/5/2022,12
-83.8537945,25.01953162,7/6/2022,14
-97.38098767,38.22599904,14/3/2022,23
-89.05276133,46.19614146,18/9/2022,5
-66.73023498,45.31911588,6/2/2022,7
-84.96498375,35.92139262,7/5/2022,12
-94.66440365,33.8296439,7/10/2022,13
-87.26530506,34.59518031,5/4/2022,1
-92.87881198,47.03906731,27/6/2022,7
-98.8670042,35.77518245,25/12/2022,6
-110.1832558,41.65799058,23/11/2022,15
-65.92788868,49.45396829,24/4/2022,20
-125.5860732,25.48447112,31/7/2022,7
-68.59461866,44.21801489,13/10/2022,18
-96.93989327,43.84846659,19/9/2022,9
-123.1044402,30.76747863,28/8/2022,14
-121.090262,37.41110642,14/9/2022,23
-117.7780714,41.17943134,19/3/2022,15
-71.21178306,39.08891235,5/7/2022,17
-81.63049099,36.60670097,19/6/2022,10
-96.70509701,35.54106829,12/6/2022,13
-101.3154819,46.3521486,6/6/2022,3
-91.74402915,39.33911425,1/10/2022,6
-98.24307102,39.92211867,4/2/2022,14
-85.09969156,49.27869663,19/7/2022,19
-120.9391921,49.73264445,27/3/2022,17
-75.34800221,46.67934528,6/8/2022,13
-88.07723622,31.96807412,18/11/2022,19
-84.00550842,28.75100479,14/12/2022,3
-93.17834877,27.41718279,18/1/2022,21
-69.90727686,31.09110898,19/7/2022,17
-120.7928268,48.04717067,6/6/2022,23
-111.5934766,31.4008736,18/1/2022,1
-114.6239415,37.65165842,17/12/2022,11
-109.2315063,44.41658869,28/2/2022,12
-83.84614654,42.13920204,23/12/2022,15
-91.13881626,32.01659443,27/2/2022,17
-95.90098701,29.9674554,11/11/2022,12
-117.7878949,43.61968155,21/6/2022,2
-99.00001108,40.51151047,14/9/2022,22
-74.21562519,44.4000425,9/9/2022,13
-109.269746,47.23549884,17/8/2022,7
-90.71021216,45.30936271,7/10/2022,10
-90.9509092,25.0699044,12/3/2022,16
-69.87747174,32.00372876,30/4/2022,6
-119.0298569,36.7294527,14/9/2022,23
-113.2891743,37.26152274,19/7/2022,23
-101.3650047,45.35761052,25/11/2022,14
-119.0694841,30.60425612,27/5/2022,8
-74.49822493,44.30968926,27/12/2022,6
-70.02646756,36.51210545,4/8/2022,14
-87.37533653,39.85252532,25/9/2022,22
-113.3163608,39.76320734,3/3/2022,16
-111.377362,47.78128127,10/1/2022,23
-107.0945262,30.76328043,29/8/2022,11
-98.71179977,36.81364214,20/1/2022,1
-93.80374075,42.65693314,5/8/2022,20
-72.00750008,26.4463826,9/11/2022,13
-109.6996849,41.55240908,6/4/2022,12
-76.3915398,36.63637463,4/6/2022,17
-65.07779859,33.78374555,3/7/2022,23
-88.42637595,27.49841176,24/2/2022,18
-98.7709223,29.85400488,3/11/2022,2
-120.0219231,34.64587872,1/9/2022,17
-124.6650588,37.22410418,19/7/2022,4
-90.63681132,41.82347868,11/12/2022,23
-82.92005256,36.80967671,23/11/2022,13
-72.119606,29.67538971,8/4/2022,5
-84.61959999,41.44864998,31/1/2022,20
-80.29596362,40.97666561,14/6/2022,20
-77.97157103,37.80875947,12/5/2022,19
-92.42096911,36.98763373,4/3/2022,22
-115.123833,29.09392228,28/1/2022,9
-122.9778007,47.14940047,25/9/2022,15
-117.3723939,30.39631922,25/8/2022,11
-105.3714371,32.02962313,7/4/2022,15
-104.6304052,36.93437019,11/5/2022,20
-74.98356762,34.32832555,25/3/2022,22
-70.46007347,45.05498907,9/3/2022,19
-79.74099522,44.61395034,6/6/2022,6
-90.19334747,35.59229128,11/9/2022,3
-95.37559999,41.49198803,24/11/2022,5
-103.5486205,44.12590983,20/7/2022,19
-86.21077773,37.85417592,1/12/2022,11
-114.5947135,39.90198895,30/7/2022,15
-89.96328804,38.13889281,26/3/2022,15
-124.7535132,48.84669632,7/12/2022,12
-124.1855425,39.1112425,2/1/2022,22
-73.71137373,34.12101804,5/4/2022,7
-123.6714979,33.29539772,26/3/2022,9
-87.00284697,25.36954633,17/10/2022,15
-92.41709742,40.62356086,3/6/2022,16
-107.43582,26.92421079,9/2/2022,20
-113.3864592,48.78804015,24/5/2022,11
-124.2794789,26.92396669,24/3/2022,19
-112.3443361,34.45087204,24/3/2022,7
-108.2536812,35.14557692,5/6/2022,3
-96.98898013,30.11272866,19/9/2022,12
-109.3362352,45.06747237,16/11/2022,17
-105.3457286,39.02506564,29/9/2022,23
-97.23931322,41.68687601,23/10/2022,13
-79.55107392,25.44451623,28/4/2022,23
-68.83684969,31.89191409,7/8/2022,3
-96.68200695,43.71334705,22/9/2022,17
-95.65347567,37.1218153,14/8/2022,14
-71.86925233,45.04791877,20/4/2022,11
-79.86912199,38.65579793,10/12/2022,12
-85.88433984,39.9482335,29/3/2022,13
-114.7715919,38.63579813,14/1/2022,7
-116.2855555,25.82357396,7/5/2022,13
-93.47692198,38.10990513,17/12/2022,13
-107.401854,40.50058326,4/9/2022,6
-84.83432392,46.77351293,18/1/2022,8
-109.155306,30.72602758,5/2/2022,2
-106.8567027,42.29078049,5/4/2022,7
-82.94137949,47.08343607,20/1/2022,10
-112.1171314,48.39226308,11/10/2022,1
-112.9712732,37.39051119,13/9/2022,14
-94.23064435,43.35041376,6/11/2022,5
-73.20130217,31.18904869,31/5/2022,19
-115.4325579,28.1630842,8/6/2022,11
-114.7391791,46.41018443,26/2/2022,17
-73.15390599,32.75975751,28/4/2022,17
-69.93593853,26.76117542,6/7/2022,5
-77.94663151,46.51497116,31/12/2022,10
-104.5127678,39.67352255,15/8/2022,5
-80.09303037,40.54836969,25/4/2022,12
-85.60906658,38.46305744,26/2/2022,16
-93.7534024,48.04487108,4/8/2022,12
-83.32899102,26.13947275,6/10/2022,11
-108.3266088,47.49544759,25/3/2022,5
-90.39202354,34.86974006,20/1/2022,6
-100.9853205,29.76302693,18/10/2022,17
-116.6989337,41.86829454,15/1/2022,10
-105.2228172,46.25879302,23/6/2022,18
-66.49668305,25.87440144,28/5/2022,19
-106.1714053,39.56986449,22/7/2022,9
-81.58161787,43.98332266,25/9/2022,17
-104.9690804,43.58905306,19/12/2022,15
-98.84335811,43.52144943,28/4/2022,21
-69.74599105,38.51308364,8/8/2022,4
-117.2806585,47.04862158,29/6/2022,23
-118.5896426,45.11661627,17/7/2022,12
-94.83811752,25.51004877,22/2/2022,22
-73.04475935,25.00889562,11/4/2022,2
-96.65184359,33.01520666,20/2/2022,17
-123.1732837,44.8687008,22/10/2022,15
-96.38166908,33.39015216,22/7/2022,1
-100.7966882,47.9761902,24/3/2022,23
-108.950521,37.20176278,8/5/2022,5
-122.2525817,35.85040055,31/3/2022,9
-69.08631961,29.78106913,26/4/2022,6
-103.6212139,36.06572839,24/1/2022,6
-116.0832752,33.20010113,23/9/2022,4
-85.64635952,32.39720821,8/8/2022,7
-124.2057957,25.66601589,10/3/2022,18
-86.29727935,39.76795921,11/10/2022,23
-87.52445579,36.17007769,1/3/2022,23
-104.1236616,45.97342107,3/5/2022,12
-98.12030963,43.24598426,6/1/2022,11
-72.95699485,25.9315552,22/9/2022,4
-99.50498365,31.73675474,14/4/2022,20
-87.44060097,35.63957688,19/3/2022,23
-81.02336051,48.90549025,27/1/2022,16
-104.9111626,34.5380695,18/8/2022,5
-120.9058014,41.1807625,13/1/2022,15
-112.5843036,35.5623277,3/6/2022,13
-100.64162,48.7106672,24/4/2022,3
-75.88328877,34.377709,29/6/2022,6
-110.9793493,32.62097266,12/10/2022,6
-89.44861322,32.89997358,10/11/2022,6
-103.3856522,46.39522856,6/2/2022,19
-73.40322974,47.66988069,3/12/2022,10
-103.3280263,36.42957689,22/9/2022,2
-66.17410259,36.91020219,3/7/2022,23
-111.6208135,25.38852464,7/4/2022,3
-82.68781853,32.44769533,31/5/2022,16
-86.78831423,43.07150561,5/10/2022,7
-85.88468768,29.97853883,30/3/2022,2
-106.5043601,40.22084755,27/11/2022,12
-67.58605988,46.16155624,22/5/2022,12
-87.21074492,47.74012918,13/7/2022,13
-114.2000588,32.52285271,16/4/2022,15
-113.0685173,43.51511016,21/4/2022,16
-73.56213651,42.78241064,8/3/2022,13
-82.81349821,49.96874009,31/7/2022,21
-110.1968838,41.23805789,10/8/2022,10
-110.2414216,42.26552158,14/4/2022,8
-84.50001529,32.92900938,25/1/2022,4
-66.78964597,33.97443789,14/5/2022,11
-111.5977461,49.11716406,22/5/2022,16
-89.64217956,31.97082269,7/7/2022,3
-111.3067055,29.8684519,21/7/2022,15
-101.7570752,39.19401435,28/9/2022,11
-124.503105,32.61828285,15/7/2022,7
-117.9588506,28.76969985,27/7/2022,4
-91.57979628,28.83403283,10/10/2022,7
-71.35294911,45.36702509,12/1/2022,11
-76.35995893,30.62894029,13/3/2022,1
-105.7699237,44.28714001,19/3/2022,16
-99.56922815,37.69149961,22/4/2022,5
-119.8008049,31.62050245,18/5/2022,1
-124.9896489,37.37001722,12/11/2022,3
-118.3695875,36.75666445,22/6/2022,15
-75.82316593,30.87490578,12/7/2022,3
-124.8964073,29.49104667,20/3/2022,16
-94.00224958,35.5060286,20/2/2022,14
-119.8863344,25.73035195,9/5/2022,10
-67.3499836,46.21520503,8/5/2022,5
-66.29179826,28.92592008,2/12/2022,18
-113.7245828,27.2759091,21/8/2022,8
-120.6743059,32.877696,30/1/2022,22
-121.0499594,35.48271883,26/12/2022,4
